time,k_app_h,co2_flow_L_h
12.2,0.0010000000000023055,1.0
12.3,0.0010000000000025477,1.0
12.4,0.001000000000002816,1.0
12.5,0.0010000000000031121,1.0
12.6,0.0010000000000034398,1.0
12.7,0.0010000000000038012,1.0
12.8,0.0010000000000042007,1.0
12.9,0.0010000000000046426,1.0
13.0,0.001000000000005131,1.0
13.1,0.0010000000000056708,1.0
13.2,0.001000000000006267,1.0
13.3,0.001000000000006926,1.0
13.4,0.0010000000000076545,1.0
13.5,0.0010000000000084594,1.0
13.6,0.0010000000000093489,1.0
13.7,0.0010000000000103325,1.0
13.8,0.0010000000000114193,1.0
13.9,0.00100000000001262,1.0
14.0,0.001000000000013947,1.0
14.1,0.0010000000000154143,1.0
14.2,0.0010000000000170354,1.0
14.3,0.0010000000000188272,1.0
14.4,0.001000000000020807,1.0
14.5,0.0010000000000229953,1.0
14.6,0.0010000000000254135,1.0
14.7,0.0010000000000280865,1.0
14.8,0.0010000000000310405,1.0
14.9,0.001000000000034305,1.0
15.0,0.0010000000000379128,1.0
15.1,0.0010000000000418999,1.0
15.2,0.001000000000046307,1.0
15.3,0.0010000000000511765,1.0
15.4,0.0010000000000565592,1.0
15.5,0.0010000000000625077,1.0
15.6,0.001000000000069082,1.0
15.7,0.001000000000076347,1.0
15.8,0.0010000000000843768,1.0
15.9,0.0010000000000932505,1.0
16.0,0.0010000000001030578,1.0
16.1,0.0010000000001138968,1.0
16.2,0.0010000000001258752,1.0
16.3,0.0010000000001391134,1.0
16.4,0.001000000000153744,1.0
16.5,0.0010000000001699134,1.0
16.6,0.0010000000001877834,1.0
16.7,0.0010000000002075324,1.0
16.8,0.0010000000002293593,1.0
16.9,0.0010000000002534809,1.0
17.0,0.0010000000002801396,1.0
17.1,0.0010000000003096022,1.0
17.2,0.0010000000003421632,1.0
17.3,0.0010000000003781491,1.0
17.4,0.0010000000004179196,1.0
17.5,0.0010000000004618727,1.0
17.6,0.001000000000510448,1.0
17.7,0.0010000000005641323,1.0
17.8,0.0010000000006234627,1.0
17.9,0.0010000000006890326,1.0
18.0,0.001000000000761499,1.0
18.1,0.0010000000008415868,1.0
18.2,0.0010000000009300972,1.0
18.3,0.001000000001027916,1.0
18.4,0.0010000000011360232,1.0
18.5,0.0010000000012554994,1.0
18.6,0.0010000000013875416,1.0
18.7,0.0010000000015334706,1.0
18.8,0.0010000000016947472,1.0
18.9,0.0010000000018729849,1.0
19.0,0.001000000002069969,1.0
19.1,0.0010000000022876692,1.0
19.2,0.0010000000025282656,1.0
19.3,0.0010000000027941655,1.0
19.4,0.0010000000030880307,1.0
19.5,0.0010000000034128015,1.0
19.6,0.0010000000037717293,1.0
19.7,0.0010000000041684052,1.0
19.8,0.0010000000046067998,1.0
19.9,0.0010000000050913013,1.0
20.0,0.0010000000056267584,1.0
20.1,0.0010000000062185296,1.0
20.2,0.0010000000068725377,1.0
20.3,0.0010000000075953291,1.0
20.4,0.0010000000083941365,1.0
20.5,0.0010000000092769553,1.0
20.6,0.0010000000102526208,1.0
20.7,0.0010000000113308983,1.0
20.8,0.0010000000125225785,1.0
20.9,0.0010000000138395894,1.0
21.0,0.0010000000152951111,1.0
21.1,0.0010000000169037117,1.0
21.2,0.0010000000186814904,1.0
21.3,0.0010000000206462386,1.0
21.4,0.0010000000228176215,1.0
21.5,0.0010000000252173707,1.0
21.6,0.0010000000278695034,1.0
21.7,0.0010000000308005626,1.0
21.8,0.0010000000340398838,1.0
21.9,0.0010000000376198877,1.0
22.0,0.0010000000415764023,1.0
22.1,0.0010000000459490267,1.0
22.2,0.0010000000507815233,1.0
22.3,0.001000000056122257,1.0
22.4,0.0010000000620246793,1.0
22.5,0.0010000000685478625,1.0
22.6,0.001000000075757094,1.0
22.7,0.001000000083724524,1.0
22.8,0.001000000092529893,1.0
22.9,0.0010000001022613272,1.0
23.0,0.0010000001130162212,1.0
23.1,0.0010000001249022123,1.0
23.2,0.001000000138038257,1.0
23.3,0.0010000001525558237,1.0
23.4,0.0010000001686002076,1.0
23.5,0.0010000001863319815,1.0
23.6,0.0010000002059286086,1.0
23.7,0.0010000002275862131,1.0
23.8,0.0010000002515215469,1.0
23.9,0.0010000002779741554,1.0
24.0,0.001000000307208777,1.0
24.1,0.001000000339517993,1.0
24.2,0.00100000037522515,1.0
24.3,0.0010000004146876048,1.0
24.4,0.0010000004583002914,1.0
24.5,0.0010000005064996773,1.0
24.6,0.0010000005597681318,1.0
24.7,0.0010000006186387503,1.0
24.8,0.001000000683700688,1.0
24.9,0.001000000755605058,1.0
25.0,0.001000000835071441,1.0
25.1,0.0010000009228950907,1.0
25.2,0.0010000010199548842,1.0
25.3,0.0010000011272221178,1.0
25.4,0.001000001245770223,1.0
25.5,0.0010000013767855036,1.0
25.6,0.0010000015215790026,1.0
25.7,0.0010000016815996159,1.0
25.8,0.0010000018584485821,1.0
25.9,0.0010000020538954975,1.0
26.0,0.0010000022698960112,1.0
26.1,0.001000002508611381,1.0
26.2,0.0010000027724300794,1.0
26.3,0.0010000030639916745,1.0
26.4,0.0010000033862132144,1.0
26.5,0.0010000037423183777,1.0
26.6,0.001000004135869695,1.0
26.7,0.0010000045708041388,1.0
26.8,0.0010000050514724541,1.0
26.9,0.0010000055826826144,1.0
27.0,0.001000006169747832,1.0
27.1,0.0010000068185396004,1.0
27.2,0.001000007535546295,1.0
27.3,0.0010000083279379161,1.0
27.4,0.0010000092036376012,1.0
27.5,0.001000010171400631,1.0
27.6,0.00100001124090169,1.0
27.7,0.0010000124228312548,1.0
27.8,0.0010000137290020468,1.0
27.9,0.001000015172466602,1.0
28.0,0.0010000167676470987,1.0
28.1,0.0010000185304787188,1.0
28.2,0.0010000204785679326,1.0
28.3,0.0010000226313672473,1.0
28.4,0.0010000250103681082,1.0
28.5,0.0010000276393138051,1.0
28.6,0.0010000305444344433,1.0
28.7,0.0010000337547062088,1.0
28.8,0.0010000373021373994,1.0
28.9,0.0010000412220839267,1.0
29.0,0.0010000455535972535,1.0
29.1,0.0010000503398080098,1.0
29.2,0.0010000556283488423,1.0
29.3,0.0010000614718203786,1.0
29.4,0.0010000679283045442,1.0
29.5,0.0010000750619298421,1.0
29.6,0.0010000829434936302,1.0
29.7,0.0010000916511468346,1.0
29.8,0.0010001012711470293,1.0
29.9,0.001000111898686255,1.0
30.0,0.0010001236388004781,1.0
30.1,0.0010001366073680875,1.0
30.2,0.0010001509322053548,1.0
30.3,0.001000166754267318,1.0
30.4,0.0010001842289630435,1.0
30.5,0.0010002035275947258,1.0
30.6,0.0010002248389305312,1.0
30.7,0.0010002483709214542,1.0
30.8,0.0010002743525727577,1.0
30.9,0.0010003030359807081,1.0
31.0,0.0010003346985452777,1.0
31.1,0.0010003696453692323,1.0
31.2,0.0010004082118534492,1.0
31.3,0.00100045076649734,1.0
31.4,0.0010004977139118321,1.0
31.5,0.0010005494980502997,1.0
31.6,0.0010006066056600566,1.0
31.7,0.0010006695699533333,1.0
31.8,0.0010007389744918743,1.0
31.9,0.0010008154572732132,1.0
32.0,0.0010008997149990387,1.0
32.1,0.0010009925074966149,1.0
32.2,0.0010010946622526493,1.0
32.3,0.0010012070790050218,1.0
32.4,0.0010013307343210312,1.0
32.5,0.001001466686071043,1.0
32.6,0.0010016160776832575,1.0
32.7,0.0010017801420386103,1.0
32.8,0.0010019602048343878,1.0
32.9,0.0010021576872110609,1.0
33.0,0.0010023741073993152,1.0
33.1,0.0010026110811038882,1.0
33.2,0.001002870320298576,1.0
33.3,0.0010031536300641201,1.0
33.4,0.0010034629030597902,1.0
33.5,0.0010038001111832694,1.0
33.6,0.0010041672939457118,1.0
33.7,0.001004566543074366,1.0
33.8,0.00100499998285967,1.0
33.9,0.0010054697457939359,1.0
34.0,0.0010059779431119058,1.0
34.1,0.0010065266299472547,1.0
34.2,0.0010071177649707145,1.0
34.3,0.00100775316458086,1.0
34.4,0.0010084344519812466,1.0
34.5,0.001009163001797094,1.0
34.6,0.0010099398812554023,1.0
34.7,0.001010765789361527,1.0
34.8,0.001011640995932183,1.0
34.9,0.001012565282760229,1.0
35.0,0.001013537889552953,1.0
35.1,0.0010145574675590981,1.0
35.2,0.0010156220439339505,1.0
35.3,0.0010167289998418408,1.0
35.4,0.0010178750650254725,1.0
35.5,0.00101905633106106,1.0
35.6,0.0010202682847686804,1.0
35.7,0.0010215058622867024,1.0
35.8,0.0010227635232038935,1.0
35.9,0.0010240353429548568,1.0
36.0,0.001025315120524429,1.0
36.1,0.0010265964974827708,1.0
36.2,0.0010278730835871308,1.0
36.3,0.0010291385837205968,1.0
36.4,0.0010303869208424653,1.0
36.5,0.0010316123499094709,1.0
36.6,0.0010328095583613849,1.0
36.7,0.0010339737496811408,1.0
36.8,0.0010351007076451286,1.0
36.9,0.0010361868400665904,1.0
37.0,0.0010372292019982738,1.0
37.1,0.0010382254994070938,1.0
37.2,0.0010391740751938623,1.0
37.3,0.0010400738800628415,1.0
37.4,0.001040924431134698,1.0
37.5,0.0010417257613526707,1.0
37.6,0.0010424783626844733,1.0
37.7,0.0010431831259128457,1.0
37.8,0.001043841279481942,1.0
37.9,0.0010444543294707606,1.0
38.0,0.0010450240023394627,1.0
38.1,0.0010455521916732785,1.0
38.2,0.0010460409097567268,1.0
38.3,0.0010464922444646863,1.0
38.4,0.0010469083216654324,1.0
38.5,0.0010472912730969878,1.0
38.6,0.001047643209500277,1.0
38.7,0.0010479661986657301,1.0
38.8,0.0010482622479674522,1.0
38.9,0.0010485332909133224,1.0
39.0,0.0010487811772229166,1.0
39.1,0.0010490076659508969,1.0
39.2,0.0010492144211952876,1.0
39.3,0.0010494030099625455,1.0
39.4,0.0010495749018003173,1.0
39.5,0.0010497314698508582,1.0
39.6,0.0010498739930207533,1.0
39.7,0.0010500036590040444,1.0
39.8,0.0010501215679349129,1.0
39.9,0.0010502287364819055,1.0
40.0,0.0010503261022279677,1.0
40.1,0.001050414528209107,1.0
40.2,0.0010504948075094284,1.0
40.3,0.0010505676678317004,1.0
40.4,0.0010506337759808673,1.0
40.5,0.001050693742213216,1.0
40.6,0.0010507481244166705,1.0
40.7,0.0010507974320981435,1.0
40.8,0.0010508421301623878,1.0
40.9,0.0010508826424736268,1.0
41.0,0.0010509193551966355,1.0
41.1,0.0010509526199181693,1.0
41.2,0.0010509827565528401,1.0
41.3,0.0010510100560399479,1.0
41.4,0.0010510347828394993,1.0
41.5,0.0010510571772368218,1.0
41.6,0.0010510774574659567,1.0
41.7,0.0010510958216624021,1.0
41.8,0.0010511124496559218,1.0
41.9,0.0010511275046140942,1.0
42.0,0.0010511411345470155,1.0
42.1,0.0010511534736832664,1.0
42.2,0.0010511646437268375,1.0
42.3,0.0010511747550042045,1.0
42.4,0.0010511839075102872,1.0
42.5,0.0010511921918614677,1.0
42.6,0.0010511996901633339,1.0
42.7,0.0010512064768003013,1.0
42.8,0.0010512126191537384,1.0
42.9,0.0010512181782547543,1.0
43.0,0.0010512232093773206,1.0
43.1,0.0010512277625769689,1.0
43.2,0.001051231883179879,1.0
43.3,0.0010512356122267773,1.0
43.4,0.0010512389868757052,1.0
43.5,0.0010512420407673743,1.0
43.6,0.0010512448043564953,1.0
43.7,0.001051247305212192,1.0
43.8,0.0010512495682903258,1.0
43.9,0.0010512516161803223,1.0
44.0,0.0010512534693288389,1.0
44.1,0.0010512551462424275,1.0
44.2,0.001051256663671137,1.0
44.3,0.0010512580367748282,1.0
44.4,0.0010512592792738151,1.0
44.5,0.0010512604035852915,1.0
44.6,0.0010512614209468817,1.0
44.7,0.0010512623415285104,1.0
44.8,0.001051263174533704,1.0
44.9,0.0010512639282912986,1.0
45.0,0.0010512646103384734,1.0
45.1,0.0010512652274959153,1.0
45.2,0.0010512657859358644,1.0
45.3,0.0010512662912437092,1.0
45.4,0.0010512667484737378,1.0
45.5,0.001051267162199603,1.0
45.6,0.0010512675365600003,1.0
45.7,0.0010512678753000063,1.0
45.8,0.0010512681818084955,1.0
45.9,0.0010512684591520033,1.0
46.0,0.0010512687101053722,1.0
46.1,0.0010512689371794874,1.0
46.2,0.0010512691426463766,1.0
46.3,0.0010512693285619251,1.0
46.4,0.0010512694967864317,1.0
46.5,0.001051269649003211,1.0
46.6,0.0010512697867354275,1.0
46.7,0.0010512699113613285,1.0
46.8,0.0010512700241280281,1.0
46.9,0.001051270126163986,1.0
47.0,0.0010512702184902877,1.0
47.1,0.0010512703020308667,1.0
47.2,0.0010512703776217435,1.0
47.3,0.0010512704460193894,1.0
47.4,0.001051270507908296,1.0
47.5,0.0010512705639078225,1.0
47.6,0.0010512706145783953,1.0
47.7,0.001051270660427112,1.0
47.8,0.0010512707019128171,1.0
47.9,0.001051270739450693,1.0
48.0,0.0010512707734164155,1.0
48.1,0.0010512708041499098,1.0
48.2,0.0010512708319587584,1.0
48.3,0.0010512708571212706,1.0
48.4,0.0010512708798892745,1.0
48.5,0.001051270900490634,1.0
48.6,0.001051270919131529,1.0
48.7,0.0010512709359985204,1.0
48.8,0.0010512709512604144,1.0
48.9,0.0010512709650699547,1.0
49.0,0.0010512709775653507,1.0
49.1,0.0010512709888716577,1.0
49.2,0.001051270999102031,1.0
49.3,0.0010512710083588593,1.0
49.4,0.001051271016734787,1.0
49.5,0.0010512710243136424,1.0
49.6,0.0010512710311712757,1.0
49.7,0.0010512710373763207,1.0
49.8,0.0010512710429908792,1.0
49.9,0.0010512710480711424,1.0
50.0,0.0010512710526679558,1.0
50.1,0.0010512710568273255,1.0
50.2,0.0010512710605908792,1.0
50.3,0.0010512710639962836,1.0
50.4,0.0010512710670776216,1.0
50.5,0.001051271069865732,1.0
50.6,0.0010512710723885187,1.0
50.7,0.0010512710746712305,1.0
50.8,0.0010512710767367137,1.0
50.9,0.0010512710786056408,1.0
51.0,0.001051271080296716,1.0
51.1,0.001051271081826864,1.0
51.2,0.0010512710832113995,1.0
51.3,0.0010512710844641784,1.0
51.4,0.0010512710855977404,1.0
51.5,0.0010512710866234295,1.0
51.6,0.001051271087551511,1.0
51.7,0.0010512710883912744,1.0
51.8,0.0010512710891511239,1.0
51.9,0.0010512710898386637,1.0
52.0,0.0010512710904607757,1.0
52.1,0.0010512710910236863,1.0
52.2,0.0010512710915330287,1.0
52.3,0.0010512710919939002,1.0
52.4,0.0010512710924109143,1.0
52.5,0.0010512710927882444,1.0
52.6,0.0010512710931296666,1.0
52.7,0.0010512710934385985,1.0
52.8,0.0010512710937181315,1.0
52.9,0.0010512710939710637,1.0
53.0,0.0010512710941999255,1.0
53.1,0.0010512710944070092,1.0
53.2,0.0010512710945943854,1.0
53.3,0.0010512710947639307,1.0
53.4,0.0010512710949173417,1.0
53.5,0.0010512710950561538,1.0
53.6,0.0010512710951817558,1.0
53.7,0.0010512710952954056,1.0
53.8,0.0010512710953982398,1.0
53.9,0.0010512710954912884,1.0
54.0,0.0010512710955754823,1.0
54.1,0.001051271095651664,1.0
54.2,0.0010512710957205958,1.0
54.3,0.001051271095782968,1.0
54.4,0.0010512710958394044,1.0
54.5,0.0010512710958904708,1.0
54.6,0.0010512710959366771,1.0
54.7,0.0010512710959784868,1.0
54.8,0.0010512710960163176,1.0
54.9,0.0010512710960505483,1.0
55.0,0.0010512710960815213,1.0
55.1,0.001051271096109547,1.0
55.2,0.0010512710961349053,1.0
55.3,0.001051271096157851,1.0
55.4,0.001051271096178613,1.0
55.5,0.001051271096197399,1.0
55.6,0.0010512710962143977,1.0
55.7,0.001051271096229778,1.0
55.8,0.0010512710962436952,1.0
55.9,0.001051271096256288,1.0
56.0,0.0010512710962676825,1.0
56.1,0.0010512710962779926,1.0
56.2,0.0010512710962873213,1.0
56.3,0.0010512710962957627,1.0
56.4,0.0010512710963034005,1.0
56.5,0.0010512710963103114,1.0
56.6,0.001051271096316565,1.0
56.7,0.0010512710963222233,1.0
56.8,0.001051271096327343,1.0
56.9,0.0010512710963319761,1.0
57.0,0.0010512710963361674,1.0
57.1,0.0010512710963399602,1.0
57.2,0.001051271096343392,1.0
57.3,0.0010512710963464977,1.0
57.4,0.0010512710963493075,1.0
57.5,0.0010512710963518498,1.0
57.6,0.0010512710963541502,1.0
57.7,0.0010512710963562317,1.0
57.8,0.0010512710963581152,1.0
57.9,0.0010512710963598195,1.0
58.0,0.001051271096361362,1.0
58.1,0.0010512710963627573,1.0
58.2,0.0010512710963640193,1.0
58.3,0.0010512710963651618,1.0
58.4,0.0010512710963661957,1.0
58.5,0.0010512710963671307,1.0
58.6,0.001051271096367977,1.0
58.7,0.0010512710963687432,1.0
58.8,0.0010512710963694358,1.0
58.9,0.0010512710963700626,1.0
59.0,0.0010512710963706303,1.0
59.1,0.0010512710963711436,1.0
59.2,0.0010512710963716078,1.0
59.3,0.001051271096372028,1.0
59.4,0.0010512710963724082,1.0
59.5,0.0010512710963727523,1.0
59.6,0.0010512710963730637,1.0
59.7,0.0010512710963733456,1.0
59.8,0.0010512710963736004,1.0
59.9,0.001051271096373831,1.0
60.0,0.0010512710963740395,1.0
60.1,0.0010512710963742281,1.0
60.2,0.0010512710963743992,1.0
60.3,0.001051271096374554,1.0
60.4,0.001051271096374694,1.0
60.5,0.0010512710963748203,1.0
60.6,0.0010512710963749353,1.0
60.7,0.0010512710963750387,1.0
60.8,0.0010512710963751324,1.0
60.9,0.0010512710963752172,1.0
61.0,0.001051271096375294,1.0
61.1,0.0010512710963753637,1.0
61.2,0.0010512710963754264,1.0
61.3,0.0010512710963754832,1.0
61.4,0.0010512710963755348,1.0
61.5,0.0010512710963755812,1.0
61.6,0.0010512710963756237,1.0
61.7,0.0010512710963756612,1.0
61.8,0.001051271096375696,1.0
61.9,0.001051271096375727,1.0
62.0,0.0010512710963757558,1.0
62.1,0.0010512710963757807,1.0
62.2,0.0010512710963758041,1.0
62.3,0.001051271096375825,1.0
62.4,0.0010512710963758443,1.0
62.5,0.001051271096375861,1.0
62.6,0.0010512710963758766,1.0
62.7,0.0010512710963758909,1.0
62.8,0.0010512710963759032,1.0
62.9,0.0010512710963759147,1.0
63.0,0.0010512710963759256,1.0
63.1,0.0010512710963759345,1.0
63.2,0.0010512710963759434,1.0
63.3,0.0010512710963759512,1.0
63.4,0.0010512710963759577,1.0
63.5,0.0010512710963759644,1.0
63.6,0.0010512710963759698,1.0
63.7,0.001051271096375975,1.0
63.8,0.0010512710963759804,1.0
63.9,0.0010512710963759846,1.0
64.0,0.0010512710963759882,1.0
64.1,0.0010512710963759917,1.0
64.2,0.0010512710963759947,1.0
64.3,0.0010512710963759978,1.0
64.4,0.0010512710963760002,1.0
64.5,0.0010512710963760026,1.0
64.6,0.001051271096376005,1.0
64.7,0.0010512710963760069,1.0
64.8,0.0010512710963760086,1.0
64.9,0.0010512710963760104,1.0
65.0,0.001051271096376012,1.0
65.1,0.0010512710963760132,1.0
65.2,0.0010512710963760147,1.0
65.3,0.0010512710963760151,1.0
65.4,0.0010512710963760169,1.0
65.5,0.0010512710963760175,1.0
65.6,0.0010512710963760186,1.0
65.7,0.00105127109637602,1.0
65.8,0.0010512710963760206,1.0
65.9,0.001051271096376021,1.0
66.0,0.0010512710963760223,1.0
66.1,0.0010512710963760227,1.0
66.2,0.0010512710963760234,1.0
66.3,0.0010512710963760247,1.0
66.4,0.0010512710963760247,1.0
66.5,0.001051271096376026,1.0
66.6,0.0010512710963760264,1.0
66.7,0.0010512710963760277,1.0
66.8,0.0010512710963760281,1.0
66.9,0.0010512710963760294,1.0
67.0,0.00105127109637603,1.0
67.1,0.0010512710963760312,1.0
67.2,0.0010512710963760323,1.0
67.3,0.0010512710963760338,1.0
67.4,0.0010512710963760349,1.0
67.5,0.001051271096376036,1.0
67.6,0.0010512710963760372,1.0
67.7,0.001051271096376039,1.0
67.8,0.0010512710963760414,1.0
67.9,0.0010512710963760433,1.0
68.0,0.001051271096376045,1.0
68.1,0.0010512710963760474,1.0
68.2,0.0010512710963760503,1.0
68.3,0.0010512710963760529,1.0
68.4,0.0010512710963760557,1.0
68.5,0.0010512710963760591,1.0
68.6,0.001051271096376063,1.0
68.7,0.001051271096376067,1.0
68.8,0.0010512710963760726,1.0
68.9,0.0010512710963760778,1.0
69.0,0.0010512710963760832,1.0
69.1,0.00105127109637609,1.0
69.2,0.0010512710963760962,1.0
69.3,0.001051271096376104,1.0
69.4,0.0010512710963761125,1.0
69.5,0.001051271096376122,1.0
69.6,0.0010512710963761322,1.0
69.7,0.0010512710963761435,1.0
69.8,0.001051271096376156,1.0
69.9,0.0010512710963761697,1.0
70.0,0.0010512710963761854,1.0
70.1,0.0010512710963762023,1.0
70.2,0.0010512710963762207,1.0
70.3,0.0010512710963762415,1.0
70.4,0.0010512710963762645,1.0
70.5,0.0010512710963762899,1.0
70.6,0.0010512710963763174,1.0
70.7,0.0010512710963763486,1.0
70.8,0.0010512710963763825,1.0
70.9,0.0010512710963764202,1.0
71.0,0.001051271096376462,1.0
71.1,0.0010512710963765082,1.0
71.2,0.0010512710963765587,1.0
71.3,0.001051271096376615,1.0
71.4,0.0010512710963766771,1.0
71.5,0.001051271096376746,1.0
71.6,0.0010512710963768224,1.0
71.7,0.0010512710963769061,1.0
71.8,0.0010512710963769987,1.0
71.9,0.0010512710963771015,1.0
72.0,0.0010512710963772145,1.0
